Address,Zip Code,Area,Price Category,Current Price,List Price,Close Price,Baths Total,Bedrooms,Building SqFt,Lot Size,Year Built,CDOM,Subdivision
18114 Glenlyon Drive,77407,77498/77407,Expensive,495000,499990,495000,3.0,4,2880,9347,2016,1,Aliana Sec 54
9638 Pink Lotus Court,77407,77498/77407,Expensive,495000,529850,495000,3.0,4,2278,7935,2026,44,Trillium
9614 Foxwood Meadow Lane,77407,77498/77407,Expensive,491490,499898,491490,3.0,4,2278,7764,2025,147,Trillium
11903 Mckinney Falls Lane,77498,77498/77407,Expensive,490000,499500,490000,3.1,5,3516,7827,1998,22,Park Pointe Sec 1
14306 Grace Meadow Lane,77498,77498/77407,Expensive,490000,490000,490000,3.0,4,3226,8062,2005,4,Gannoway Lake Estates
811 W Green Belt Drive,77498,77498/77407,Expensive,490000,505000,490000,2.0,4,2397,9999,1988,53,Sugar Mill Sec 3
1017 Oak Knoll Court,77498,77498/77407,Expensive,490000,495000,490000,3.1,4,3182,11454,1988,226,Sugarmill
13202 Brushy Knoll Lane,77498,77498/77407,Expensive,490000,490000,490000,3.1,4,3686,11872,2005,210,Orchard Lake Estates Sec 1
6018 Frances Park Drive,77407,77498/77407,Expensive,490000,499990,490000,3.0,4,3018,8949,2016,149,Long Meadow Farms Sec 41
19823 Sonterra Lane,77407,77498/77407,Expensive,490000,499990,490000,3.0,4,3249,7865,2017,104,Grand Mission Estates Sec 18
5903 Grace Falls Drive,77407,77498/77407,Expensive,490000,515000,490000,3.0,4,2492,12077,2016,71,Long Meadow Farms Sec 41
17742 Carnation Glen Drive,77407,77498/77407,Expensive,489897,489897,489897,3.0,4,2634,5142,2025,116,Trillium
8415 Verona Falls Court,77407,77498/77407,Expensive,489750,499990,489750,3.0,4,3047,7200,2019,14,Grand Mission Estates Sec 5
5450 Atwood Canyon Court,77407,77498/77407,Expensive,486000,499990,486000,3.1,4,3324,6250,2020,62,Long Meadow Farms Sec 45
2026 Avana Glen Lane,77498,77498/77407,Expensive,485000,489900,485000,3.1,4,3882,9598,2001,333,Glen Laurel
13906 Placid Woods Court,77498,77498/77407,Expensive,485000,499500,485000,3.1,4,3316,12473,1985,122,Sugarmill Sec 6
13110 Orchard Stables Drive,77407,77498/77407,Expensive,485000,499999,485000,3.1,4,3653,11130,2008,158,Old Orchard
9610 Foxwood Meadow Lane,77407,77498/77407,Expensive,485000,499897,485000,3.0,4,2203,7783,2025,68,Trillium
18003 Nisbet Crossing,77407,77498/77407,Expensive,485000,499990,485000,3.1,4,2698,7836,2016,39,Aliana Sec 47
3730 Arundel Gardens Lane,77498,77498/77407,Expensive,485000,499900,485000,3.1,6,4000,9497,2006,214,Orchard Lake Estates Sec 2
22926 Spellbrook Bend Lane,77407,77498/77407,Expensive,485000,485000,485000,4.1,5,3379,10198,2018,90,Parkway Lakes Sec 1
1411 Flanders Field Lane,77498,77498/77407,Expensive,485000,513000,485000,3.1,4,3319,8818,2003,445,Gannoway Lake Estates Sec 1
8522 Catlina Manor Lane,77407,77498/77407,Expensive,485000,499950,485000,3.0,4,3047,7303,2020,37,Grand Mission Estates Sec 5
7702 Mona Key Court,77407,77498/77407,Expensive,484000,499900,484000,3.1,5,3744,9199,2016,98,Grand Mission Estates Sec 3
126 2nd Street,77498,77498/77407,Expensive,484000,499000,484000,2.0,3,1803,7536,1915,126,S M Williams
21103 Barton Hollow Lane,77407,77498/77407,Expensive,480000,484900,480000,3.1,4,3340,8390,2012,93,Lakemont Lake Bend
9622 Poinsettia Haven Lane,77407,77498/77407,Expensive,480000,493114,480000,3.1,3,2641,4845,2025,94,Trillium
9630 Seaside Daisy Lane,77407,77498/77407,Expensive,480000,499998,480000,3.0,4,2278,6819,2025,125,Trillium
17026 Chalmers Close Court,77407,77498/77407,Expensive,475000,499900,475000,3.0,4,2840,9174,2016,68,Aliana Sec 32
9627 Periwinkle Chase Drive,77407,77498/77407,Expensive,475000,498544,475000,3.0,4,2392,5137,2026,69,Trillium
13514 Schumann Trail,77498,77498/77407,Expensive,475000,480000,475000,2.1,3,2703,10616,2003,58,Orchard Lake Estates Sec 1
18106 Nisbet Crossing,77407,77498/77407,Expensive,475000,490000,475000,3.0,4,2529,6599,2016,13,Aliana Sec 47
12018 Mckinney Falls Lane,77498,77498/77407,Expensive,475000,485000,475000,4.1,5,3548,10545,1997,182,Park Pointe Sec 1
16927 Kaitlyn Kerria Court,77407,77498/77407,Expensive,475000,484950,475000,3.1,5,3261,6348,2016,108,Camellia
8603 Rexford Cove Court,77407,77498/77407,Expensive,475000,499000,475000,3.1,5,3412,7663,2014,175,Grand Mission Sec 19
9623 Pink Lotus Court,77407,77498/77407,Expensive,474990,474990,474990,3.0,4,2203,6303,2026,87,Trillium
8019 Clearwater Glen Court,77407,77498/77407,Expensive,472500,485000,472500,2.1,3,2025,7805,2020,37,Grand Mission Estates Sec 23
1810 Candle Light Court,77498,77498/77407,Expensive,470000,470000,470000,3.1,4,3494,8485,2005,11,Gannoway Lake Estates
3902 Lakeridge Canyon Drive,77498,77498/77407,Expensive,470000,495000,470000,3.1,4,3407,9891,2002,2,Orchard Lake Estates Sec 1
9610 Starry Eyes Lane,77407,77498/77407,Expensive,470000,499989,470000,3.0,4,2203,6218,2025,205,Trillium
19706 Albany Oaks Lane,77407,77498/77407,Expensive,470000,469990,470000,3.0,4,2581,6072,2019,42,Grand Mission Estates Sec 21
9618 Buttercup Breeze Lane,77407,77498/77407,Expensive,470000,544566,470000,3.1,4,2638,4993,2025,10,Trillium
3922 Crestwind Lane,77407,77498/77407,Expensive,470000,499999,470000,3.1,4,3700,9295,2011,40,Old Orchard Sec 6
17927 Primrose Grove Lane,77407,77498/77407,Expensive,469000,542010,469000,3.0,4,2278,7764,2025,62,Trillium
9714 Celosia View Court,77407,77498/77407,Expensive,469000,529982,469000,3.0,4,2634,5798,2025,58,Trillium
819 Wood Bridge Circle,77498,77498/77407,Expensive,468000,478250,468000,3.1,4,2333,10172,1983,17,Sugarmill Sec 3
13407 Beacon Street,77498,77498/77407,Expensive,467990,467990,467990,2.1,4,2336,5094,2026,4,Park at Eldridge
8507 Lockridge Valley Trail,77407,77498/77407,Expensive,467500,480000,467500,3.0,4,2858,9336,2019,63,Grand Vista Sec 27
2006 Magnolia Court,77498,77498/77407,Expensive,467490,489990,467490,2.1,4,2691,5204,2025,103,Park at Eldridge
6014 Barrett Cove Court,77407,77498/77407,Expensive,467000,474900,467000,3.1,4,3114,9396,2015,227,Long Meadow Farms
10610 Potterton Way,77407,77498/77407,Expensive,467000,489900,467000,3.0,4,2408,7160,2019,34,Aliana Sec 50
9618 Poinsettia Haven Lane,77407,77498/77407,Expensive,466718,499718,466718,3.0,4,2408,4800,2026,91,Trillium
21323 Crested Valley Drive,77407,77498/77407,Expensive,466000,482000,466000,3.1,4,2804,7760,2017,127,Long Meadow Farms Sec 42
17926 Carnation Glen Drive,77407,77498/77407,Expensive,465000,499969,465000,3.0,4,2203,6500,2025,113,Trillium
21023 Barrett Woods Drive,77407,77498/77407,Expensive,463000,478999,463000,3.0,4,2887,7960,2014,173,Long Meadow Farms
14005 Imperial Canyon Lane,77498,77498/77407,Expensive,462500,470000,462500,2.0,4,2512,11862,2000,49,Glen Laurel Sec 3
9622 Seaside Daisy Lane,77407,77498/77407,Expensive,461590,489643,461590,3.0,4,2203,6500,2025,118,Trillium
9635 Pink Lotus Court,77407,77498/77407,Expensive,460000,519890,460000,3.0,4,2203,NULL,2026,67,Trillium
7414 Bright Lake Bend Ln,77407,77498/77407,Expensive,460000,475000,460000,3.1,4,3537,9683,2006,5,Lakemont Cove
18119 Grasshomle Court,77407,77498/77407,Expensive,460000,488000,460000,3.1,4,2515,25177,2022,42,Grand Vista Sec 18
17706 Carnation Glen Drive,77407,77498/77407,Expensive,460000,519347,460000,4.0,5,2644,5000,2025,101,Trillium
9630 Starry Eyes Lane,77407,77498/77407,Expensive,460000,509256,460000,3.0,4,2558,6410,2025,164,Trillium
17710 Carnation Glen Drive,77407,77498/77407,Expensive,460000,499866,460000,3.1,4,2599,5058,2025,76,Trillium
17926 Oakridge Canyon Lane,77407,77498/77407,Expensive,458400,487900,458400,3.1,5,3438,7200,2006,95,Twin Oaks Village
16819 Talisker Drive,77407,77498/77407,Expensive,458000,470000,458000,3.0,4,2685,6960,2012,184,Aliana Sec 21
11902 Hueco Tanks Drive,77498,77498/77407,Expensive,457500,474999,457500,2.1,4,2547,8408,2000,13,Park Pointe Sec 7
2410 Ashley Ridge Lane,77498,77498/77407,Expensive,457500,459000,457500,3.1,4,2537,7813,2002,3,Glen Laurel
3615 Emerald Bay Lane,77498,77498/77407,Expensive,457000,478000,457000,3.1,5,3754,7697,2006,102,Orchard Lake Estates Sec 2
13226 Dusty Grove Lane,77498,77498/77407,Expensive,453988,479888,453988,3.1,4,3542,11458,2001,150,Orchard Lake Estates Sec 1
10306 Rouken Glen Court,77407,77498/77407,Expensive,452000,475000,452000,3.0,4,2741,6750,2013,37,Aliana
1112 Spinnaker Way,77498,77498/77407,Expensive,450000,469000,450000,2.0,3,1858,5681,1992,39,Sugarmill Sec 7
8015 Grove Sky Court,77407,77498/77407,Expensive,450000,459000,450000,2.1,3,3049,10663,2014,22,Grand Mission Estates Sec 12
10007 Shire Green Lane,77407,77498/77407,Expensive,450000,489900,450000,4.0,5,3883,9564,2012,94,Aliana Sec 2
823 Millpond Drive,77498,77498/77407,Expensive,450000,460000,450000,2.1,4,2923,11344,1983,6,Sugarmill Sec 3
7827 Sydney Bay Court,77407,77498/77407,Expensive,450000,475000,450000,3.1,4,3166,7151,2016,309,Grand Mission Estates
19903 Sonterra Lane,77407,77498/77407,Expensive,450000,490000,450000,3.0,4,3211,8324,2015,87,Grand Mission Estates Sec
13111 Cane Lake Court,77498,77498/77407,Expensive,450000,460000,450000,2.0,4,2564,8936,2006,86,Orchard Lake Estates
20115 Neals Rose Lane,77407,77498/77407,Expensive,450000,465000,450000,3.1,4,2972,6875,2016,80,Grand Mission Estates Sec 17
9702 Poinsettia Haven Lane,77407,77498/77407,Expensive,450000,538702,450000,3.0,4,2392,5293,2026,31,Trillium
9706 Poinsettia Haven Lane,77407,77498/77407,Expensive,450000,459521,450000,3.1,4,2602,5365,2026,109,Trillium
5422 Wildbrush Drive,77407,77498/77407,Expensive,450000,455000,450000,3.1,4,3239,6752,2019,106,Long Meadow Farms Sec 45
10622 Menelaws Trail,77407,77498/77407,Expensive,450000,459000,450000,3.1,4,2683,7378,2019,36,Aliana
17603 Browning Trace Lane,77407,77498/77407,Expensive,450000,475000,450000,3.0,4,2515,7984,2012,76,Aliana Sec 12
18210 Flora Grove Drive,77407,77498/77407,Expensive,450000,487440,450000,3.0,4,2309,5000,2025,46,Trillium
9622 Buttercup Breeze Lane,77407,77498/77407,Expensive,450000,489068,450000,3.0,4,2412,5117,2025,114,Trillium
2002 Gardenia Court,77498,77498/77407,Expensive,449990,464990,449990,2.1,3,2319,9659,2025,93,Park at Eldridge
17734 Carnation Glen Drive,77407,77498/77407,Expensive,449441,449441,449441,3.0,4,2391,5204,2025,111,Trillium
13015 Sandflower Lane,77498,77498/77407,Expensive,448000,448000,448000,3.1,5,3278,7457,2005,0,Orchard Lake Estates Sec 1
9615 Periwinkle Chase Drive,77407,77498/77407,Expensive,447000,469670,447000,3.0,5,2462,NULL,2026,53,Trillium
12846 Spiegel Street,77407,77498/77407,Expensive,447000,475000,447000,3.0,4,2408,6637,2020,13,Aliana Sec 71
9739 Poinsettia Haven Lane,77407,77498/77407,Expensive,446880,505000,446880,3.0,5,2462,8278,2026,22,Trillium
18222 Hibiscus Crescent Lane,77407,77498/77407,Expensive,446000,488290,446000,3.0,4,2304,5348,2025,88,Trillium
17815 Sentosa Cliff Lane,77407,77498/77407,Expensive,445000,450000,445000,3.0,4,3527,7377,2014,203,Mission Trace Sec 4
4438 Selwyn Road,77407,77498/77407,Expensive,445000,449786,445000,3.0,4,3087,7894,2014,126,Windsor Estates Sec 3
11031 Ramp Creek Lane,77498,77498/77407,Expensive,445000,465000,445000,3.1,4,3989,16877,2001,18,Woodbridge Of Fbc
9718 Celosia View Court,77407,77498/77407,Expensive,445000,511172,445000,3.1,4,2381,5358,2025,1,Trillium
6027 Grace Falls Drive,77407,77498/77407,Expensive,440000,449917,440000,3.0,4,2462,6400,2017,16,Long Meadow Farms Sec 41
3907 Broad Thicket Court,77498,77498/77407,Expensive,440000,449990,440000,3.0,4,2871,8949,2003,3,Orchard Lake Estates
9407 Mineral Rock Lane,77407,77498/77407,Expensive,440000,454990,440000,4.0,5,3637,8211,2016,391,Mission Trace Sec 3
18214 Hibiscus Crescent Lane,77407,77498/77407,Expensive,440000,482300,440000,3.0,4,2224,6563,2025,2,Trillium
13310 Larkhill Gardens Lane,77498,77498/77407,Expensive,440000,453000,440000,3.1,5,3530,8148,2005,81,Orchard Lake Estates Sec 2
13214 Dusty Grove Lane,77498,77498/77407,Expensive,440000,450000,440000,3.1,4,3719,8567,2001,221,Orchard Lake Estates Sec 1
719 Burney Road,77498,77498/77407,Expensive,440000,475000,440000,2.1,3,1465,26789,1963,140,S M Williams
13307 Orchard Harvest Drive,77407,77498/77407,Expensive,440000,440000,440000,2.0,3,2329,5750,2009,34,Old Orchard
7410 Norwood Point Court,77407,77498/77407,Expensive,440000,460000,440000,3.1,5,3292,10211,2008,142,Grand Mission Estates Sec 2
9630 Poinsettia Haven Lane,77407,77498/77407,Expensive,440000,465840,440000,3.0,4,2240,5000,2025,58,Trillium
2007 Magnolia Court,77498,77498/77407,Expensive,439990,461990,439990,2.1,4,2325,5207,2026,4,Park at Eldridge
2007 Cottage Court,77498,77498/77407,Expensive,439990,472990,439990,2.1,4,2426,5207,2025,172,Park at Eldridge
9703 Periwinkle Chase Drive,77407,77498/77407,Expensive,439660,489660,439660,3.0,4,2224,5339,2025,17,Trillium
3506 Broadknoll Lane,77498,77498/77407,Expensive,437750,479000,437750,3.1,5,2903,7818,2006,39,Orchard Lake Estates
21139 Shelbyville Drive,77407,77498/77407,Expensive,437500,444990,437500,3.0,4,2541,6854,2015,12,Long Meadow Farms Sec 38
18207 Hibiscus Crescent Lane,77407,77498/77407,Expensive,436000,480360,436000,3.0,4,2236,7512,2026,57,Trillium
12915 Stratford Heights Drive,77498,77498/77407,Expensive,436000,440000,436000,3.1,5,3418,6101,1998,289,Stratford Park Village Three
13023 Forester Canyon Lane,77498,77498/77407,Expensive,435000,449000,435000,3.1,4,3146,7549,2001,13,Orchard Lake Estates
18234 Hibiscus Crescent Lane,77407,77498/77407,Expensive,435000,439967,435000,3.0,4,2392,7002,2026,107,Trillium
6907 Arcadia Meadow Ct,77407,77498/77407,Expensive,435000,465000,435000,3.0,5,3193,7200,2018,106,GRAND VISTA LAKES
8614 Oakdale Bluff Court,77407,77498/77407,Expensive,434900,439900,434900,3.0,4,2888,7754,2018,155,Grand Vista Sec 15
9722 Poinsettia Haven Lane,77407,77498/77407,Expensive,433000,483540,433000,3.0,5,2413,5508,2025,77,Trillium
17714 Carnation Glen Drive,77407,77498/77407,Expensive,430989,489400,430989,3.0,4,2392,5192,2025,101,Trillium
9623 Periwinkle Chase Drive,77407,77498/77407,Expensive,430235,522901,430235,2.1,3,2602,6563,2026,70,Trillium
13307 Mesquite Stone Lane,77407,77498/77407,Expensive,430000,449000,430000,3.1,4,2808,7765,2010,13,Old Orchard Sec 8
16464 Beewood Glen Drive,77498,77498/77407,Expensive,430000,449000,430000,3.1,5,4482,7339,2000,107,Village Of Oak Lake Sec 4
9707 Poinsettia Haven Lane,77407,77498/77407,Expensive,430000,476740,430000,3.0,4,2240,5000,2025,41,Trillium
9623 Poinsettia Haven Lane,77407,77498/77407,Middle,430000,481890,430000,3.0,4,2224,5307,2025,56,Trillium
18231 Glen Shee Drive,77407,77498/77407,Middle,429990,429990,429990,2.1,3,2120,6403,2018,10,Aliana Sec 58
13323 Pecan Walk Lane,77498,77498/77407,Middle,429000,439000,429000,2.0,3,2564,8723,2005,40,Orchard Lake Estates Sec 2
2007 Sunflower Court,77498,77498/77407,Middle,428990,431990,428990,2.1,3,2339,5152,2025,242,Park at Eldridge
9718 Poinsettia Haven Lane,77407,77498/77407,Middle,428400,473440,428400,3.0,4,2240,5999,2025,88,Trillium
9619 Poinsettia Haven Lane,77407,77498/77407,Middle,428000,449998,428000,3.0,5,2413,5000,2025,116,Trillium
9607 Periwinkle Chase Drive,77407,77498/77407,Middle,427000,481360,427000,3.0,4,2236,4920,2026,5,Trillium
18214 Flora Grove Drive,77407,77498/77407,Middle,425567,449998,425567,3.0,4,2224,5000,2025,142,Trillium
8518 Belfast Manor Lane,77407,77498/77407,Middle,425000,435000,425000,3.0,4,2333,7358,2019,32,Grand Vista Sec 21
14902 Rock Mill Lane,77498,77498/77407,Middle,425000,450550,425000,3.1,5,3260,10151,2001,191,Woodbridge Of Fbc Sec 5
16328 Mellow Oaks Ln Lane,77498,77498/77407,Middle,425000,449000,425000,3.1,5,4009,7939,2001,46,Village Of Oak Lake
17930 Village Branch Lane,77407,77498/77407,Middle,425000,449000,425000,3.1,5,3922,7170,2007,169,Twin Oaks Village
13619 Florence Road,77498,77498/77407,Middle,425000,470000,425000,1.1,3,1380,21911,1968,68,Wm Hodge
3307 Long Briar Lane,77498,77498/77407,Middle,424000,434900,424000,2.1,4,2738,6330,2003,19,Orchard Lake Estates
18211 Hibiscus Crescent Lane,77407,77498/77407,Middle,422347,428450,422347,3.0,4,1942,5142,2026,35,Trillium
9703 Poinsettia Haven Lane,77407,77498/77407,Middle,422020,476440,422020,3.0,4,2224,4950,2025,47,Trillium
1007 Oakland Court,77498,77498/77407,Middle,422000,420000,422000,2.0,4,2385,8523,1987,3,Sugarmill Sec 5
17322 Sauki Lane,77407,77498/77407,Middle,420000,450000,420000,3.1,4,2797,6240,2010,28,Aliana Sec 5
611 Woodlake Circle,77498,77498/77407,Middle,420000,440000,420000,2.1,4,2610,7887,1988,55,Sugarmill
2222 Keeran Point Court,77498,77498/77407,Middle,420000,440000,420000,2.1,4,3407,8197,1999,101,Glen Laurel Sec 2
20735 Yaupon Meadow Lane,77407,77498/77407,Middle,420000,425000,420000,3.0,4,2507,6785,2022,51,Grand Mission Estates Sec 30
7410 Lassiter Hollow Lane,77407,77498/77407,Middle,420000,420000,420000,2.1,4,2513,8147,2003,191,Twin Oaks Village
7739 Collina Landing Trail,77407,77498/77407,Middle,420000,400000,420000,3.0,4,2510,6250,2016,132,Grand Mission Estates
14827 Atterbury Drive,77498,77498/77407,Middle,420000,439000,420000,3.1,4,3298,10095,1989,28,Waterford Sec 1
12038 Natural Bridges Lane,77498,77498/77407,Middle,420000,425000,420000,3.0,5,2832,7779,1997,45,Park Pointe Sec 1
6919 Kingsford Gable Ct,77407,77498/77407,Middle,420000,449900,420000,3.1,4,2521,7802,2018,191,Grand Vista Lakes Sec 3
2015 Gardenia Court,77498,77498/77407,Middle,420000,428990,420000,2.1,3,2365,5205,2025,247,Park at Eldridge
9626 Poinsettia Haven Lane,77407,77498/77407,Middle,420000,479740,420000,3.0,4,2309,5200,2025,64,Trillium
2022 Gardenia Court,77498,77498/77407,Middle,419990,441990,419990,2.1,3,2371,6329,2025,117,Park at Eldridge
9711 Periwinkle Chase,77407,77498/77407,Middle,418565,489955,418565,3.0,4,2224,5454,2025,9,Trillium
9707 Periwinkle Chase Drive,77407,77498/77407,Middle,418000,434730,418000,2.1,4,2030,5455,2026,87,Trillium
7814 Chinaberry Sky Lane,77407,77498/77407,Middle,417000,425000,417000,3.0,4,3098,8403,2015,109,Grand Mission Estates Sec 8
8926 Field Daisy Court,77407,77498/77407,Middle,416000,424990,416000,3.0,4,2199,5099,2025,46,Grand Mission Estates
20943 Cordell Landing Drive,77407,77498/77407,Middle,415000,434990,415000,3.0,4,2746,8124,2010,35,Lakemont Shores Sec 2
6618 River Cherwell,77407,77498/77407,Middle,415000,415000,415000,3.1,4,2761,NULL,2022,29,Grand Trails
21207 Maybrook Manor Lane,77407,77498/77407,Middle,415000,436000,415000,3.1,5,3536,8211,2007,40,Lakemont Grove Sec 1
9631 Periwinkle Chase,77407,77498/77407,Middle,415000,455950,415000,3.0,5,2413,5233,2026,116,Trillium
9611 Poinsettia Haven Lane,77407,77498/77407,Middle,415000,449987,415000,3.0,4,2240,4951,2025,209,Trillium
17003 Kaitlyn Kerria Court,77407,77498/77407,Middle,415000,435000,415000,3.1,4,2781,6348,2016,22,Camellia
21311 Cold Rain Drive,77407,77498/77407,Middle,414990,414990,414990,3.0,4,2263,5965,2017,288,Long Meadow Farms Sec 41
2207 Desert Vine Court,77498,77498/77407,Middle,413500,438000,413500,2.1,3,2654,11521,2001,242,Glen Laurel Sec 2
8914 Field Daisy Court,77407,77498/77407,Middle,411000,424990,411000,3.0,4,2199,5063,2025,70,Grand Mission Estates
18218 Hibiscus Crescent Lane,77407,77498/77407,Middle,410121,465900,410121,3.0,4,2250,5332,2025,10,Trillium
13935 Carncross Court,77407,77498/77407,Middle,410000,426000,410000,3.1,4,2941,7795,2016,35,Windsor Estates
7710 Eastwood Lake Lane,77407,77498/77407,Middle,410000,405000,410000,2.1,4,3220,10012,2010,33,Parkway Lakes Sec 2
19706 Glenwick Falls Ct,77407,77498/77407,Middle,410000,410000,410000,2.1,4,2219,6298,2018,156,Grand Mission Estates Sec 21
7218 Rocky Ridge Lane,77407,77498/77407,Middle,410000,434990,410000,3.1,5,3395,8084,2006,87,Grand Mission
9706 Broadley Drive,77498,77498/77407,Middle,410000,450000,410000,3.1,5,3312,11411,1993,39,Tealbriar
9639 Poinsettia Haven Lane,77407,77498/77407,Middle,409893,482997,409893,2.0,4,1760,4950,2026,16,Trillium
6531 Cody Mountain Trail,77407,77498/77407,Middle,408000,410000,408000,3.1,4,2863,6609,2021,116,Grand Trails
16310 Cobble Springs Court,77498,77498/77407,Middle,407500,410000,407500,3.1,6,3000,7011,1991,17,Village Of Oak Lake R/P
17818 Strolling Stream Lane,77407,77498/77407,Middle,406000,399000,406000,2.0,4,2957,7752,2009,76,Mission Sierra Sec 4
11010 Watson Mill Court,77498,77498/77407,Middle,405000,410000,405000,2.1,3,3052,12585,2000,1,Woodbridge Fbc Sec 3
7711 Kenora Way,77407,77498/77407,Middle,405000,415000,405000,3.1,4,2542,6458,2021,26,Grand Vista Sec 23
6918 Arcadia Meadow Court,77407,77498/77407,Middle,405000,435000,405000,3.0,5,2912,7500,2017,114,Grand Vista Lakes Sec 2
21302 Wooded Lake Court,77407,77498/77407,Middle,405000,418200,405000,2.1,4,2829,10454,2003,10,Lakemont Community
